cluster_number	gene	z_score
0	TSPAN32	4.009276866912842
0	FRMD4B	3.964252233505249
0	LEFTY2	3.9278831481933594
0	CLU	3.9117021560668945
0	BMP5	3.9072535037994385
0	PRKAA2	3.903776168823242
0	ALPK3	3.7791264057159424
0	S100A6	3.7567927837371826
0	ALPK2	3.6759119033813477
0	SLCO3A1	3.6516780853271484
0	TACC2	3.6467645168304443
0	FGF9	3.614516496658325
0	TXLNB	3.5334250926971436
0	PRRG3	3.5217645168304443
0	PTP4A3	3.4602761268615723
0	CLGN	3.3817455768585205
0	POPDC3	3.377802848815918
0	VTN	3.3603997230529785
0	FAM20A	3.3570244312286377
0	PDE4DIP	3.3229382038116455
0	FLRT3	3.3212406635284424
0	TRDN	3.292877197265625
0	NAV2	3.2646071910858154
0	NDUFA4L2	3.1674838066101074
0	GPNMB	3.15624737739563
0	ERBB4	3.136505365371704
0	KLHL3	3.1070396900177
0	BMP7	3.103149890899658
0	IGFBP6	3.0891733169555664
0	FYB	3.0561435222625732
0	ADPRHL1	3.0462546348571777
0	TLL2	3.044342041015625
0	SLC35F1	3.0441501140594482
0	GRB14	3.028329610824585
0	CRIM1	3.0086755752563477
0	HAND2-AS1	3.0065627098083496
0	ACOT11	2.976591110229492
0	MYLK3	2.909222364425659
0	MLF1	2.9007110595703125
0	PROX1	2.8690085411071777
0	LMOD2	2.867947578430176
0	CCR1	2.846391201019287
0	CTSL	2.8078718185424805
0	TPSAB1	2.766805410385132
0	STX11	2.738032341003418
0	HMGA1	2.70957088470459
0	B4GALNT3	2.7056541442871094
0	ABCC9	2.6509902477264404
0	PPP1R1A	2.6298208236694336
0	ASB15	2.6057820320129395
0	FIGN	2.604598045349121
0	C5orf46	2.6005377769470215
0	PLXNA4	2.595996618270874
0	ESRRG	2.5947165489196777
0	C15orf52	2.5368924140930176
0	EVI2A	2.534303665161133
0	INSC	2.5128347873687744
0	SOX10	2.512385368347168
0	MB	2.507589817047119
0	GPX1	2.4793331623077393
0	B3GALT2	2.466463327407837
0	TINAGL1	2.4647743701934814
0	GATA6-AS1	2.460482120513916
0	FOLR2	2.43923020362854
0	LRRC49	2.436357259750366
0	SLC4A3	2.4267258644104004
0	FCGR3A	2.415912628173828
0	MYCT1	2.4086179733276367
0	MPZ	2.393958806991577
0	FAM46A	2.389005661010742
0	ART3	2.3884100914001465
0	DPF3	2.3760037422180176
0	CLDN6	2.372969388961792
0	MPEG1	2.3667900562286377
0	COL11A1	2.3514926433563232
0	SLC2A1	2.3427090644836426
0	TMEM88	2.3288755416870117
0	CHRM2	2.3246376514434814
0	RNASE6	2.311972141265869
0	CYBB	2.2987399101257324
0	MNDA	2.296339750289917
0	PTPRC	2.2943475246429443
0	CTSS	2.268052577972412
0	GIMAP1	2.2647316455841064
0	SYNPO2L	2.2542481422424316
0	CD28	2.2415261268615723
0	CASZ1	2.2386398315429688
0	P2RX1	2.2165348529815674
0	SCARF1	2.1867589950561523
0	CA4	2.1657044887542725
0	BHLHE40	2.138000726699829
0	TFAP2A	2.0999138355255127
0	GJA4	2.096681833267212
0	COL23A1	2.0640957355499268
0	CRABP1	2.038017988204956
0	HPGDS	2.0353407859802246
0	GPIHBP1	2.003119707107544
0	PHOX2B	1.9596816301345825
0	NLRP3	1.9429031610488892
0	INADL	1.9386476278305054
0	LGI1	1.9305626153945923
0	CORIN	1.900481104850769
0	FCGR2A	1.8759682178497314
0	RETN	1.8628544807434082
0	MAL	1.8559716939926147
0	GMFG	1.833073616027832
0	KCNJ8	1.8323179483413696
0	MSR1	1.827479600906372
0	C1QB	1.8200470209121704
0	WWTR1	1.8115222454071045
0	ACKR3	1.790981650352478
0	MS4A4A	1.782439112663269
0	USHBP1	1.7781537771224976
0	F13A1	1.7770150899887085
0	CSF1R	1.769964337348938
0	PAWR	1.7610244750976562
0	RENBP	1.7327097654342651
0	HCK	1.731795072555542
0	RASSF9	1.7236698865890503
0	ITGAM	1.7186766862869263
0	ALCAM	1.7115813493728638
0	TYROBP	1.7104549407958984
0	FCGR1B	1.6934713125228882
0	C1orf115	1.6919496059417725
0	AGR2	1.6886500120162964
0	NTS	1.6795189380645752
0	RP11-1069G10.1	1.6648921966552734
0	RGS18	1.66241455078125
0	ARHGAP27	1.6583667993545532
0	GPR84	1.607620120048523
0	FCN1	1.6044002771377563
0	AATK	1.5921082496643066
0	PCAT19	1.5846455097198486
0	SMIM5	1.551655888557434
0	AVPR1A	1.5509345531463623
0	NOSTRIN	1.5503885746002197
0	CPEB4	1.5398558378219604
0	SLC16A7	1.5332098007202148
0	CD163	1.5243812799453735
0	LY86	1.516198992729187
0	RAMP3	1.5027649402618408
0	FAM110D	1.484714150428772
0	MS4A6A	1.4835923910140991
0	HIGD1B	1.4787672758102417
0	GNA15	1.463273286819458
0	ADCY4	1.4618841409683228
0	CRYM	1.4525749683380127
0	BMPR1B	1.4424402713775635
0	BVES	1.4173948764801025
0	ALAS2	1.403664231300354
0	IL1A	1.3954594135284424
0	RND3	1.3800910711288452
0	STOM	1.379224181175232
0	SOST	1.3736178874969482
0	MMRN2	1.3662303686141968
0	LGI4	1.3621336221694946
0	NEAT1	1.3619099855422974
0	PRKCH	1.3502427339553833
0	CGNL1	1.3498483896255493
0	TRIM55	1.348513126373291
0	KRT8	1.3354791402816772
0	PLAC8	1.32570481300354
0	S100B	1.3189702033996582
0	MS4A7	1.3123855590820312
0	CXorf36	1.3008131980895996
0	WAS	1.2900952100753784
0	S100A8	1.2893213033676147
0	SERPINI1	1.2762447595596313
0	CSTA	1.2679458856582642
0	GPR34	1.2624032497406006
0	CX3CR1	1.2557430267333984
0	BEX1	1.252816915512085
0	LILRB5	1.2526599168777466
0	EZR	1.2386455535888672
0	CPA3	1.2382738590240479
0	LINC01082	1.2330780029296875
0	HIST2H2BE	1.2278457880020142
0	CRYBB1	1.2276688814163208
0	TNFRSF12A	1.2240418195724487
0	VSIG4	1.2109004259109497
0	ALOX5AP	1.2079826593399048
0	FRY	1.2040048837661743
0	RP11-902B17.1	1.2027044296264648
0	LYVE1	1.1975584030151367
0	PRIMA1	1.1971774101257324
0	RASGRP3	1.1885162591934204
0	BTNL9	1.185792326927185
0	TREM2	1.1761958599090576
0	CMYA5	1.176156997680664
0	LRIG1	1.1757113933563232
0	SOX18	1.172852635383606
0	OLR1	1.1707627773284912
0	ZMAT1	1.1633880138397217
0	CDH5	1.1295114755630493
0	RD3L	1.1248483657836914
0	TMEM163	1.123781442642212
0	SOX7	1.115739107131958
0	SRGN	1.1114825010299683
0	ARHGAP30	1.0884941816329956
0	TM4SF18	1.0859874486923218
0	CDS1	1.0827875137329102
0	LINC00346	1.0811454057693481
0	CD84	1.078547716140747
0	ERBB3	1.0781335830688477
0	IKZF1	1.0649052858352661
0	HPGD	1.0543265342712402
0	CYP26B1	1.0482618808746338
0	GIMAP7	1.0441876649856567
0	FABP4	1.0310418605804443
0	INPP5D	1.025596261024475
0	CD37	1.020194172859192
0	ARHGEF15	1.0182414054870605
0	CD53	1.0173630714416504
0	LST1	0.995741069316864
0	MYH11	0.9774860739707947
0	BCO2	0.967943549156189
0	CD24	0.9571312665939331
0	LAT2	0.949053168296814
0	KLRB1	0.9420531988143921
0	IFI44L	0.9364218711853027
0	PALMD	0.9358907341957092
0	MADCAM1	0.934931218624115
0	SRL	0.9324105381965637
0	EFNA1	0.9323886036872864
0	PRRX1	0.92459636926651
0	FLNC	0.9190633296966553
0	TPP1	0.9176679849624634
0	CD40	0.9019405245780945
0	AOAH	0.9010917544364929
0	ISYNA1	0.8869727849960327
0	TMEM2	0.8765748739242554
0	XKR4	0.8712888360023499
0	CLIC2	0.8672968745231628
0	NABP1	0.8672486543655396
0	C1QC	0.865510880947113
0	FCGR1A	0.862105667591095
0	DUSP10	0.8545653820037842
0	RASSF10	0.854301929473877
0	SHISA3	0.8501145839691162
0	RP11-467L13.7	0.8473228812217712
0	KCNQ3	0.8450247049331665
0	TLR4	0.8425951600074768
0	MPP7	0.8391702771186829
0	EREG	0.8337299227714539
0	ROBO2	0.8317084312438965
0	ITGB2	0.8235346078872681
0	RNF125	0.8163968920707703
0	CARMN	0.8046458959579468
0	HLX	0.8030953407287598
0	LCP2	0.7999610900878906
0	KB-1507C5.4	0.7997469902038574
0	MAB21L1	0.799046516418457
0	GPRC5C	0.7940541505813599
0	LYZ	0.782068133354187
0	OCIAD2	0.7808483839035034
0	RP11-536O18.1	0.7720766663551331
0	ADRA2B	0.7499023675918579
0	ICAM2	0.7497988939285278
0	PARVG	0.7492594122886658
0	SCN9A	0.7433934211730957
0	RASL11B	0.7365137338638306
0	NT5E	0.7273886799812317
0	VCAM1	0.7254442572593689
0	LTB	0.7167510986328125
0	SNX10	0.7126227021217346
0	TENM3	0.7118886113166809
0	C10orf128	0.7105125784873962
0	TMEM59L	0.7077928781509399
0	PLEKHG1	0.7015787363052368
0	IL3RA	0.6936712265014648
0	KANK3	0.6925702095031738
0	ARHGAP4	0.6826531291007996
0	LCP1	0.6586300730705261
0	PFKFB3	0.6561509370803833
0	ECSCR-1	0.6538082361221313
0	DLL4	0.6471222043037415
0	SOX17	0.6428783535957336
0	KCNH2	0.6335619688034058
0	KLHL23	0.6223130226135254
0	EMCN	0.6215489506721497
0	TNFSF10	0.6183720827102661
0	PDGFA	0.612764835357666
0	BIK	0.6095749735832214
0	TFEC	0.6056002378463745
0	FPR1	0.6007329821586609
0	PLD4	0.584710419178009
0	TRPC6	0.5779131054878235
0	GIMAP4	0.5732054710388184
0	HLA-DMB	0.5586642026901245
0	HAVCR2	0.5498930215835571
0	RP3-395M20.12	0.5473131537437439
0	HLA-DRB5	0.545814573764801
0	CD52	0.5379840731620789
0	ABCG1	0.5342282056808472
0	TAGAP	0.532211184501648
0	TMEM255B	0.529527485370636
0	CA2	0.5208209753036499
0	HLA-DRA	0.5155734419822693
0	PCSK2	0.4974099397659302
0	MAOA	0.49501025676727295
0	AIF1	0.49376463890075684
0	SLC30A3	0.4929480254650116
0	CYTH4	0.48890841007232666
0	TUBA4A	0.4874550402164459
0	CDH13	0.4800822138786316
0	CADM4	0.47848984599113464
0	EVI2B	0.4726840853691101
0	C1QA	0.46171337366104126
0	S100A9	0.45991355180740356
0	ARID5B	0.453929603099823
0	POU2F2	0.44465941190719604
0	MARCH1	0.44236546754837036
0	MMP9	0.43733933568000793
0	NCF2	0.4327293634414673
0	UGT8	0.41593387722969055
0	PRDM1	0.4147288203239441
0	FZD6	0.41265296936035156
0	CLDN1	0.411003440618515
0	BCL6B	0.40447986125946045
0	CD68	0.3907196819782257
0	ROBO4	0.38978472352027893
0	CMTM5	0.38322713971138
0	KDM6B	0.37918978929519653
0	SEMA3G	0.35867637395858765
0	PECAM1	0.3432907462120056
0	GIMAP6	0.34303876757621765
0	BID	0.34018710255622864
0	DPY19L2	0.3376024663448334
0	HS3ST3B1	0.33695143461227417
0	HLA-DQB1	0.3275274336338043
0	PCDHB11	0.32658815383911133
0	OR51E1	0.31882184743881226
0	LILRB2	0.3179209530353546
0	HLA-DMA	0.3163067400455475
0	CD86	0.3063839375972748
0	C1QTNF9	0.30297744274139404
0	ANKRD18A	0.3029254972934723
0	SORCS1	0.29239875078201294
0	DOK2	0.2900978624820709
0	EDNRB	0.27840861678123474
0	OTUD1	0.27444708347320557
0	MXD1	0.27329012751579285
0	CCL5	0.2715534567832947
0	PNOC	0.2594430446624756
0	C5orf38	0.2529991567134857
0	PLIN2	0.24987012147903442
0	HOXB4	0.249864861369133
0	EMB	0.2489389032125473
0	ADH1B	0.22767044603824615
0	CD93	0.2214103639125824
0	SLC15A3	0.21023641526699066
0	TBXAS1	0.20636221766471863
0	CLEC7A	0.20427973568439484
0	IL1RN	0.20427383482456207
0	CFLAR	0.18149003386497498
0	HMHA1	0.16626743972301483
0	CDH6	0.15947259962558746
0	ADAP2	0.15690845251083374
0	IGSF6	0.15587490797042847
0	SRCIN1	0.1510072499513626
0	KIAA0226L	0.133138969540596
0	PLVAP	0.13007375597953796
0	FAM84A	0.12741981446743011
0	ZC3H12C	0.12280549108982086
0	NRG1	0.10922938585281372
0	HBZ	0.09888307005167007
0	ABCA1	0.0977185070514679
0	NR4A3	0.09006878733634949
0	SPI1	0.08039042353630066
0	ADGRL4	0.07706335932016373
0	IRX5	0.06655246764421463
0	MFNG	0.058597054332494736
0	ESAM	0.05641556158661842
0	RASL11A	0.04512163624167442
0	RASD1	0.039869148284196854
0	SAMSN1	0.03711557760834694
0	DUSP4	0.03360578417778015
0	GIMAP8	0.03252151980996132
0	PDGFB	0.031099380925297737
0	ST6GALNAC3	0.028452657163143158
0	TAC1	0.02325749583542347
0	MYO18B	0.021152516826987267
0	CBLN1	0.02056550420820713
0	HCST	0.006262725684791803
0	EFNB2	0.003441328415647149
0	NCKAP1L	-0.00025931475101970136
0	MERTK	-0.0014016283676028252
0	BST2	-0.0024171671830117702
0	PHLDA1	-0.0030926160980015993
0	LAPTM5	-0.012059525586664677
0	C1orf162	-0.02746046707034111
0	KCND3	-0.029686443507671356
0	ANGPT2	-0.034532226622104645
0	TPM2	-0.04312325641512871
0	NRN1	-0.043573204427957535
0	GPR65	-0.04810061678290367
0	GPR132	-0.04949025809764862
0	CABP1	-0.05773640051484108
0	SLC12A2	-0.06279611587524414
0	ALOX5	-0.06624381244182587
0	GPBAR1	-0.07967798411846161
0	CFP	-0.08065085113048553
0	SCGN	-0.08327287435531616
0	PILRA	-0.0866934061050415
0	ADAMTS9	-0.09700097143650055
0	FAM162B	-0.09967149049043655
0	MILR1	-0.10754599422216415
0	PTPRE	-0.11157207190990448
0	HHATL	-0.11403588205575943
0	SEMA6D	-0.11474372446537018
0	TMIGD3	-0.11562643200159073
0	TRIB1	-0.11847955733537674
0	TCTEX1D1	-0.1237553134560585
0	IRF8	-0.12743990123271942
0	CSF2RA	-0.1324678659439087
0	C2	-0.13262100517749786
0	HMOX1	-0.13450244069099426
0	ITGA6	-0.1361730843782425
0	OSM	-0.13679753243923187
0	MMP17	-0.1427057832479477
0	DST	-0.15384668111801147
0	CCR7	-0.1615513116121292
0	SMOC1	-0.17354586720466614
0	CHL1	-0.1748700737953186
0	SPOCK2	-0.17545484006404877
0	TIE1	-0.1763385385274887
0	PIK3AP1	-0.18018680810928345
0	CD300A	-0.18226611614227295
0	MAN1A1	-0.18467213213443756
0	TECRL	-0.18868616223335266
0	BIN2	-0.19714723527431488
0	NCF1	-0.20027977228164673
0	LMO2	-0.2063475400209427
0	GTSF1	-0.2131977379322052
0	SCN5A	-0.21812909841537476
0	RGS5	-0.22319547832012177
0	CARD10	-0.225258469581604
0	SCX	-0.2317505180835724
0	PCP4	-0.2422569990158081
0	PLEK	-0.2433445304632187
0	NPL	-0.24801461398601532
0	HTR2B	-0.25141453742980957
0	NRROS	-0.254106730222702
0	CD69	-0.2549590468406677
0	DOCK2	-0.2597474157810211
0	TMEM233	-0.2613971531391144
0	LGMN	-0.26288872957229614
0	FERMT3	-0.2638659179210663
0	CD74	-0.2654218077659607
0	MRC1	-0.27114683389663696
0	NOVA2	-0.2718058228492737
0	CSF1	-0.27858129143714905
0	SHANK3	-0.28048524260520935
0	MYO1F	-0.28950658440589905
0	SELP	-0.29558104276657104
0	KYNU	-0.3006439208984375
0	BCL2A1	-0.30601271986961365
0	HHEX	-0.3079637587070465
0	TPSB2	-0.30858638882637024
0	APLN	-0.309831440448761
0	KIAA1211L	-0.3124208450317383
0	CLEC4A	-0.3196542263031006
0	PDLIM4	-0.3293081223964691
0	TSPAN15	-0.3296034634113312
0	DUSP2	-0.33050116896629333
0	CDA	-0.3306621015071869
0	PDE1B	-0.33181023597717285
0	OLFML2A	-0.3359050750732422
0	SCARA5	-0.3403184115886688
0	FHDC1	-0.34447571635246277
0	CD14	-0.3561333417892456
0	RADIL	-0.35894346237182617
0	IRAK2	-0.36173367500305176
0	TNFRSF4	-0.36430588364601135
0	HOTAIRM1	-0.3676214814186096
0	ITGA2	-0.3750316798686981
0	LILRB3	-0.38063114881515503
0	MPO	-0.3808211386203766
0	MCF2L	-0.38361606001853943
0	RIMKLA	-0.38711124658584595
0	EPS8L1	-0.3911244571208954
0	SLC26A7	-0.3953494429588318
0	FCER1G	-0.39647582173347473
0	NPR3	-0.39945104718208313
0	CCRL2	-0.40329524874687195
0	ATP8B4	-0.40780723094940186
0	NCF4	-0.41388994455337524
0	PRND	-0.4139310121536255
0	ITGA7	-0.41791439056396484
0	PTPN6	-0.42171967029571533
0	RP11-431K24.1	-0.43395179510116577
0	KISS1	-0.43777745962142944
0	ATP1A2	-0.43797537684440613
0	C10orf54	-0.4544968605041504
0	DLL1	-0.4584476351737976
0	BMX	-0.459257036447525
0	MSX2	-0.46124938130378723
0	P2RX7	-0.46965038776397705
0	IL10	-0.46998733282089233
0	HLA-DQA1	-0.4740901291370392
0	IL10RA	-0.48310431838035583
0	LRIG3	-0.4887024760246277
0	LGALS9	-0.4910258650779724
0	RAB20	-0.49382439255714417
0	TCF15	-0.4977663457393646
0	RERGL	-0.5054433345794678
0	AREG	-0.5055808424949646
0	CHST15	-0.5076252818107605
0	CCL20	-0.5141423344612122
0	PTAFR	-0.5166827440261841
0	NOTCH4	-0.5172805190086365
0	SYK	-0.5251274108886719
0	TNF	-0.5282222628593445
0	PRTN3	-0.5301194190979004
0	RILPL2	-0.5380759239196777
0	OAS1	-0.5400888323783875
0	CD33	-0.540219247341156
0	RNASET2	-0.541422426700592
0	HBB	-0.5421672463417053
0	ADGRF5	-0.5430025458335876
0	HBE1	-0.5436632037162781
0	STEAP4	-0.5481594800949097
0	ARHGAP9	-0.5537098050117493
0	CCDC69	-0.5635008215904236
0	SLC7A8	-0.5684491395950317
0	MMRN1	-0.5695624947547913
0	SLCO2B1	-0.5717495083808899
0	CD48	-0.5734891891479492
0	BMPER	-0.5742263793945312
0	APCDD1L	-0.5795468688011169
0	C2CD4B	-0.5832008719444275
0	STMN2	-0.5848816633224487
0	BTK	-0.5858652591705322
0	MCTP1	-0.5880135893821716
0	DOCK8	-0.5887125730514526
0	STAB1	-0.5910394787788391
0	SLC40A1	-0.6001268625259399
0	ARAP2	-0.6012747883796692
0	SLC6A4	-0.6028211712837219
0	TYMP	-0.6029946804046631
0	ANGPTL4	-0.6074331402778625
0	MT-ND4L	-0.6165364384651184
0	C5AR1	-0.623289167881012
0	RSPO3	-0.6236150860786438
0	TLR2	-0.6244829297065735
0	RP11-29B9.2	-0.6265371441841125
0	PGM2L1	-0.6386861205101013
0	MT1E	-0.640295684337616
0	PPBP	-0.6462385058403015
0	DOCK4	-0.6467219591140747
0	GBP2	-0.6499605774879456
0	HBA2	-0.6501091122627258
0	PDE4C	-0.6729558110237122
0	BIRC3	-0.6761733293533325
0	PMEPA1	-0.6858446598052979
0	CETP	-0.6860387921333313
0	GALNT18	-0.6886321306228638
0	FCGBP	-0.7013785243034363
0	PF4	-0.7088079452514648
0	GRIA2	-0.7096498608589172
0	JAML	-0.7105628848075867
0	NFKB1	-0.7148469090461731
0	HRK	-0.715462327003479
0	GRIA4	-0.7194930911064148
0	RP11-386I14.4	-0.7215717434883118
0	CYTL1	-0.7271585464477539
0	ZNF536	-0.7307983040809631
0	ICOSLG	-0.733344316482544
0	CCL8	-0.7366935014724731
0	CYB5D1	-0.7385634779930115
0	RGS1	-0.7388952970504761
0	TAL1	-0.7477278113365173
0	IL16	-0.7546932697296143
0	CYP1B1	-0.7671472430229187
0	SLC12A5	-0.7679222226142883
0	PAQR6	-0.7817056179046631
0	ARHGAP26	-0.7847741842269897
0	SLITRK6	-0.7881313562393188
0	TNNT3	-0.8068596720695496
0	SLITRK2	-0.8115851879119873
0	HLA-DRB1	-0.8150472640991211
0	RP11-834C11.4	-0.815540075302124
0	SLC11A1	-0.8237344026565552
0	SHE	-0.8253581523895264
0	WFDC1	-0.8255522847175598
0	XIRP2	-0.8294246196746826
0	TMEM74B	-0.8319724798202515
0	MFSD1	-0.832215428352356
0	ZSCAN16	-0.8389514684677124
0	IL1RL1	-0.8412830233573914
0	CCR10	-0.8519772291183472
0	HRAT92	-0.8549476265907288
0	CYSLTR1	-0.8568671941757202
0	PLA2G16	-0.857799768447876
0	GIMAP2	-0.8619633316993713
0	HCLS1	-0.870452344417572
0	LEFTY1	-0.8753736019134521
0	HAPLN3	-0.8765854239463806
0	IQGAP2	-0.8785791397094727
0	SLC43A2	-0.8960413336753845
0	MATN4	-0.9309372901916504
0	KCNE3	-0.938706636428833
0	TCEAL2	-0.9462712407112122
0	PCDH1	-0.9581643342971802
0	LAIR1	-0.9697230458259583
0	GADD45G	-0.9766945242881775
0	CNN1	-0.9781644344329834
0	CCL26	-0.9811931252479553
0	CD4	-0.9824012517929077
0	PAQR7	-1.0012309551239014
